AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
7.81,2.08,6.25,4.95,5.21,4.69,3.91,5.73,5.47,9.64,2.34,3.91,5.73,3.12,6.25,5.47,5.73,6.51,1.3,3.91
11.17,0.56,5.88,6.88,3.25,6.26,3.22,3.73,1.97,12.17,1.35,2.04,6.52,4.35,7.59,5.24,6.54,7.41,1.69,2.17
8.33,12.5,2.78,2.78,6.94,6.94,2.78,0.0,4.17,6.94,6.94,1.39,2.78,4.17,2.78,8.33,13.89,4.17,0.0,1.39
8.43,0.38,4.98,11.88,4.02,4.6,1.53,3.83,8.05,10.54,1.72,3.45,4.6,6.51,4.79,7.28,5.36,4.98,1.15,1.92
10.2,2.04,8.16,6.12,1.02,6.12,4.08,5.1,1.02,9.18,2.04,2.04,3.06,5.1,12.24,5.1,4.08,6.12,2.04,5.1
8.33,9.72,4.86,2.08,2.08,6.94,2.78,7.64,1.39,3.47,1.39,2.08,4.86,3.47,10.42,5.56,6.94,12.5,0.69,2.78
6.45,10.75,5.38,9.68,3.23,7.53,2.15,3.23,10.75,8.6,1.08,2.15,4.3,3.23,5.38,5.38,2.15,7.53,0.0,1.08
3.12,0.41,5.51,5.65,4.82,5.97,0.92,11.02,8.36,9.5,1.29,11.16,2.3,3.08,2.16,7.62,4.5,4.91,1.15,6.57
4.51,3.01,8.27,3.76,3.76,3.01,3.76,12.78,5.26,9.77,1.5,7.52,1.5,11.28,4.51,4.51,3.01,6.77,0.0,1.5
10.0,0.67,6.0,8.67,3.33,6.67,4.0,7.33,6.0,8.0,3.33,2.67,6.67,4.67,4.0,1.33,4.67,7.33,1.33,3.33
8.19,2.73,3.23,2.48,4.96,4.47,3.72,2.98,1.74,16.63,2.48,2.73,4.47,2.98,9.43,8.44,5.96,8.93,1.49,1.99
7.42,4.59,4.59,2.47,5.65,6.71,1.41,7.07,3.53,13.78,3.18,5.3,3.53,5.3,3.53,6.01,2.12,8.48,1.41,3.89
15.87,7.94,6.35,3.17,3.17,4.76,1.59,1.59,0.0,11.11,3.17,4.76,6.35,1.59,6.35,7.94,9.52,4.76,0.0,0.0
3.12,0.69,4.86,7.29,3.47,5.9,2.78,10.07,8.33,9.03,3.12,8.33,4.17,2.43,3.47,9.03,4.51,5.9,0.35,3.12
4.9,13.73,3.92,1.96,6.86,7.84,1.96,2.94,9.8,8.82,4.9,3.92,4.9,3.92,2.94,4.9,2.94,4.9,0.0,3.92
6.91,0.0,6.15,3.97,4.23,9.09,1.28,6.27,3.2,7.68,2.05,7.55,3.84,6.15,3.97,8.83,7.43,6.27,2.3,2.82
6.06,6.06,9.09,6.06,5.05,10.1,1.01,2.02,7.07,11.11,3.03,0.0,3.03,2.02,6.06,5.05,5.05,5.05,4.04,3.03
5.59,2.48,4.97,8.7,2.48,6.83,0.0,6.83,11.18,12.42,1.24,1.86,4.35,2.48,6.21,6.83,2.48,9.94,0.62,2.48
9.41,9.41,9.41,1.18,2.35,5.88,1.18,7.06,5.88,7.06,4.71,1.18,3.53,1.18,5.88,12.94,0.0,7.06,2.35,2.35
15.49,0.0,4.23,9.86,1.41,7.04,5.63,5.63,1.41,14.08,2.82,1.41,7.04,1.41,9.86,2.82,4.23,5.63,0.0,0.0
10.68,1.94,5.83,3.88,0.97,4.85,1.94,6.8,0.97,10.68,0.97,4.85,7.77,4.85,5.83,2.91,8.74,13.59,0.97,0.97
7.79,7.79,6.49,7.79,3.9,1.3,3.9,5.19,5.19,10.39,2.6,5.19,6.49,2.6,3.9,9.09,5.19,2.6,0.0,2.6
5.94,1.43,5.23,5.94,2.61,8.55,4.04,4.99,3.09,9.98,2.85,2.14,4.75,5.46,7.84,6.41,6.89,7.84,1.19,2.85
5.49,2.2,7.69,7.69,9.89,6.59,1.1,7.69,8.79,7.69,1.1,6.59,0.0,4.4,4.4,2.2,3.3,3.3,1.1,8.79
9.18,0.68,3.74,3.4,5.1,6.46,1.36,6.12,4.42,8.5,2.04,6.12,4.08,4.76,2.38,9.18,8.16,7.48,0.68,6.12
6.96,0.8,6.76,8.15,2.98,5.77,2.58,6.56,4.97,11.53,2.98,2.39,3.78,3.98,8.15,7.55,5.57,6.96,0.2,1.39
7.34,0.87,7.69,5.07,3.67,6.82,2.1,5.07,7.69,5.59,2.1,7.69,3.5,4.02,4.2,7.52,5.59,6.12,3.15,4.2
7.04,9.86,4.23,8.45,4.23,4.23,1.41,0.0,5.63,11.27,2.82,5.63,2.82,0.0,5.63,7.04,4.23,14.08,1.41,0.0
5.81,11.63,4.65,6.98,2.33,11.63,2.33,6.98,6.98,4.65,3.49,2.33,4.65,1.16,5.81,5.81,4.65,4.65,1.16,2.33
12.5,20.83,8.33,4.17,0.0,4.17,0.0,6.25,10.42,2.08,0.0,2.08,2.08,0.0,2.08,6.25,8.33,2.08,2.08,6.25
10.17,4.8,4.66,5.79,3.81,8.62,0.99,1.69,5.93,10.73,0.56,4.38,5.08,4.24,6.07,7.49,4.38,6.5,1.27,2.82
8.54,4.88,9.76,14.63,6.1,3.66,1.22,7.32,2.44,3.66,6.1,1.22,8.54,2.44,1.22,3.66,3.66,4.88,0.0,6.1
7.92,0.0,5.94,7.92,2.97,8.42,2.48,6.44,5.45,10.89,2.48,2.97,4.46,6.44,7.43,4.46,2.97,9.41,0.5,0.5
10.58,3.27,5.79,4.53,3.02,6.3,2.27,4.79,3.78,8.56,1.01,2.02,6.3,5.04,5.79,14.11,6.55,4.03,0.5,1.76
7.06,3.53,8.54,4.33,2.97,7.31,2.41,5.45,3.22,9.47,1.8,3.84,6.38,3.47,6.07,6.81,6.07,6.01,2.17,3.1
6.15,10.77,1.54,1.54,4.62,9.23,1.54,1.54,12.31,9.23,3.08,3.08,6.15,0.0,1.54,6.15,4.62,13.85,0.0,3.08
7.92,8.91,2.97,4.95,2.97,5.94,0.99,3.96,2.97,9.9,2.97,0.99,5.94,5.94,9.9,4.95,9.9,5.94,0.99,0.99
10.76,0.85,5.67,8.5,2.83,9.92,0.57,7.65,7.65,8.78,2.83,4.25,2.83,3.68,3.97,5.67,4.82,6.23,0.57,1.98
8.11,0.0,2.7,8.11,5.41,2.7,2.7,2.7,0.0,8.11,2.7,5.41,10.81,0.0,13.51,5.41,2.7,10.81,0.0,8.11
8.73,1.33,5.5,4.17,5.31,7.78,2.85,4.55,4.74,7.02,1.33,4.55,5.69,4.93,2.66,9.11,6.07,7.4,2.09,4.17
6.67,3.42,4.9,7.64,4.16,5.13,3.7,4.79,4.96,11.05,3.13,2.79,4.96,5.36,5.24,7.18,4.96,5.75,1.25,2.96
2.25,7.87,4.49,8.99,4.49,4.49,2.25,3.37,1.12,6.74,7.87,3.37,10.11,2.25,5.62,3.37,6.74,6.74,1.12,6.74
6.77,3.65,6.77,4.17,3.65,6.25,1.56,4.69,7.29,9.9,1.56,2.6,7.81,2.6,5.21,4.17,6.77,9.38,1.04,4.17
8.75,11.25,5.0,5.0,0.0,8.75,1.25,3.75,1.25,15.0,5.0,2.5,6.25,1.25,5.0,6.25,7.5,2.5,1.25,2.5
3.81,7.62,2.86,8.57,2.86,0.0,0.95,2.86,4.76,13.33,0.95,6.67,5.71,6.67,13.33,4.76,8.57,3.81,0.95,0.95
1.64,0.82,4.92,10.66,5.74,5.74,1.64,10.66,12.3,9.84,3.28,5.74,0.82,0.82,8.2,4.1,1.64,4.92,0.82,5.74
7.06,2.01,4.53,6.8,3.63,7.97,1.88,2.98,3.69,11.98,1.42,1.68,9.26,5.38,7.32,8.61,5.7,4.92,1.55,1.62
8.24,1.53,4.98,3.64,4.21,8.05,2.87,4.98,3.07,8.62,2.49,3.07,4.21,3.64,8.24,9.39,6.32,6.51,1.72,4.21
8.77,0.0,3.51,15.79,3.51,3.51,0.0,12.28,14.04,5.26,5.26,5.26,0.0,3.51,3.51,3.51,7.02,3.51,0.0,1.75
3.03,12.12,3.03,6.06,1.52,1.52,1.52,9.09,15.15,9.09,7.58,3.03,1.52,1.52,3.03,4.55,7.58,7.58,1.52,0.0
4.76,12.7,3.17,1.59,3.17,6.35,3.17,3.17,7.94,6.35,3.17,3.17,7.94,6.35,3.17,9.52,9.52,3.17,1.59,0.0
9.24,1.11,7.02,2.59,5.18,5.18,2.22,4.62,5.36,10.35,3.33,4.62,4.25,2.96,3.51,6.28,7.76,8.69,0.92,4.81
4.41,7.35,0.0,4.41,2.94,4.41,2.94,0.0,4.41,17.65,1.47,1.47,5.88,4.41,10.29,13.24,4.41,5.88,1.47,2.94
6.72,2.02,6.32,7.39,3.16,3.56,1.81,4.1,8.8,10.15,2.89,4.03,4.77,5.98,5.51,6.85,5.85,6.05,0.74,3.29
4.49,2.66,8.15,3.16,4.66,7.65,2.16,6.16,4.66,7.49,1.33,8.49,3.99,3.16,5.66,8.82,3.83,4.33,2.0,7.15
4.3,10.75,2.15,4.3,4.3,9.68,2.15,3.23,7.53,8.6,5.38,3.23,1.08,4.3,6.45,9.68,5.38,3.23,0.0,4.3
12.97,0.42,7.95,4.18,3.35,8.37,1.67,4.18,0.84,10.04,1.26,2.09,7.53,5.02,8.37,4.18,3.35,9.21,1.26,3.77
7.59,5.06,1.27,6.33,2.53,5.06,0.0,3.8,15.19,6.33,3.8,8.86,5.06,3.8,1.27,2.53,5.06,12.66,0.0,3.8
3.77,2.52,2.52,1.89,7.55,6.29,3.14,9.43,1.89,16.35,5.66,1.26,2.52,1.26,6.29,6.92,6.92,11.95,0.0,1.89
10.56,4.97,7.45,2.48,2.48,22.98,2.48,2.48,6.21,0.62,0.62,1.86,21.12,1.24,1.24,3.11,3.73,2.48,1.24,0.62
7.18,1.93,6.35,7.73,4.97,6.08,2.76,6.63,5.8,7.73,3.59,3.31,7.18,3.31,5.52,4.42,4.14,6.08,2.49,2.76
3.03,1.01,3.03,6.06,1.01,3.03,4.04,10.1,11.11,13.13,5.05,6.06,4.04,6.06,4.04,4.04,4.04,7.07,0.0,4.04
5.52,1.53,5.41,7.25,5.21,8.07,3.58,4.49,5.72,7.66,2.45,3.27,6.13,3.37,5.21,8.48,4.8,8.17,1.02,2.66
17.14,0.0,6.43,5.71,3.57,6.43,0.71,7.14,3.57,10.0,3.57,2.14,5.0,2.14,5.71,4.29,5.71,6.43,2.14,2.14
6.75,3.13,3.37,4.82,6.51,6.02,1.2,7.47,6.99,11.33,1.93,7.23,4.1,1.45,2.65,5.78,6.02,7.47,1.93,3.86
12.36,0.0,6.74,4.49,0.0,2.25,3.37,5.62,6.74,6.74,4.49,8.99,0.0,3.37,8.99,5.62,8.99,7.87,2.25,1.12
5.34,0.0,4.21,7.02,2.53,4.21,1.12,7.3,13.48,5.9,3.37,5.62,5.06,5.62,2.81,6.18,12.08,4.78,0.28,3.09
7.75,1.34,6.15,6.42,2.94,8.02,2.41,7.22,7.75,9.09,2.94,4.81,4.55,3.21,4.55,5.88,5.88,6.15,0.8,2.14
8.72,2.35,4.7,4.36,2.68,9.06,3.02,7.38,4.7,6.71,2.35,4.03,7.38,2.68,4.03,5.7,5.37,9.4,1.01,4.36
12.09,8.79,5.49,7.69,4.4,5.49,2.2,6.59,16.48,9.89,2.2,1.1,1.1,1.1,2.2,3.3,3.3,4.4,1.1,1.1
10.11,2.25,5.62,5.62,6.74,5.62,0.0,2.25,8.99,6.74,5.62,5.62,1.12,4.49,1.12,8.99,7.87,6.74,2.25,2.25
4.4,0.69,6.48,6.25,5.56,4.78,0.77,9.18,8.18,8.26,1.85,10.03,3.01,2.7,3.24,6.25,5.4,6.1,1.08,5.79
8.36,0.0,5.02,4.68,4.68,5.35,0.33,6.69,8.36,8.7,2.01,7.36,3.01,4.35,4.35,6.69,7.36,7.02,1.0,4.68
9.09,1.67,5.75,6.12,1.3,7.05,1.11,8.72,7.24,10.58,2.78,3.71,2.97,3.34,5.01,7.61,6.68,8.16,0.0,1.11
5.13,6.41,7.69,6.41,8.97,2.56,0.0,6.41,10.26,8.97,1.28,0.0,6.41,1.28,3.85,6.41,3.85,7.69,1.28,5.13
2.47,7.41,7.41,2.47,2.47,7.41,0.0,2.47,9.88,12.35,4.94,3.7,6.17,0.0,4.94,2.47,9.88,8.64,1.23,3.7
18.03,3.28,1.64,1.64,0.0,8.2,3.28,8.2,1.64,9.84,1.64,4.92,16.39,3.28,4.92,4.92,4.92,0.0,1.64,1.64
10.78,0.86,4.74,4.74,3.02,6.9,1.29,9.91,2.16,7.33,2.59,3.45,4.31,3.02,5.17,11.64,7.76,7.76,0.86,1.72
9.32,0.85,5.08,5.93,3.39,1.69,0.0,5.93,7.63,9.32,1.69,6.78,7.63,1.69,3.39,6.78,13.56,5.93,0.0,3.39
8.89,1.58,4.15,6.72,4.35,7.91,3.75,9.88,4.74,8.89,1.19,5.34,4.74,3.36,3.16,6.13,4.94,5.14,1.38,3.75
4.73,0.59,5.62,5.62,3.55,6.51,1.48,4.73,7.1,7.99,2.66,7.1,4.14,2.37,3.25,8.58,8.58,6.8,0.89,7.69
6.0,5.33,2.67,6.0,2.0,11.33,4.67,3.33,3.33,10.67,5.33,2.0,2.67,6.0,8.67,6.0,5.33,5.33,0.0,3.33
6.82,5.68,3.41,2.27,4.55,9.09,0.0,3.41,6.82,6.82,3.41,6.82,6.82,3.41,9.09,5.68,5.68,3.41,1.14,5.68
5.0,10.0,10.0,3.75,2.5,5.0,3.75,10.0,5.0,8.75,2.5,5.0,2.5,1.25,2.5,7.5,3.75,2.5,0.0,8.75
12.06,1.34,4.83,4.56,5.63,6.97,2.41,4.56,1.88,7.24,2.14,1.61,6.43,3.22,5.9,8.04,8.31,8.31,1.61,2.95
6.76,14.86,5.41,2.7,2.7,14.86,5.41,0.0,4.05,6.76,4.05,1.35,4.05,2.7,6.76,6.76,1.35,2.7,2.7,4.05
6.19,8.25,10.31,5.15,4.12,5.15,2.06,4.12,7.22,10.31,4.12,2.06,6.19,3.09,4.12,8.25,3.09,4.12,0.0,2.06
7.72,2.07,5.08,6.78,4.14,4.71,1.88,6.21,4.9,8.85,2.07,4.52,4.33,4.71,4.52,8.29,6.97,7.34,0.56,4.33
18.98,0.73,5.84,5.11,0.73,4.38,2.92,0.73,0.0,13.87,2.92,0.0,4.38,2.19,10.95,7.3,7.3,8.76,1.46,1.46
5.45,7.27,0.0,9.09,7.27,5.45,5.45,1.82,0.0,10.91,5.45,5.45,0.0,0.0,9.09,10.91,7.27,7.27,0.0,1.82
8.25,2.7,3.65,6.19,5.71,5.08,2.38,5.87,3.33,7.14,2.38,3.17,5.4,3.65,7.3,9.37,6.67,7.3,0.79,3.65
4.52,2.71,4.52,6.33,2.26,3.62,2.71,9.95,7.24,9.5,0.9,4.98,4.98,7.24,3.62,4.98,4.98,6.79,3.17,4.98
11.84,5.26,6.58,5.26,1.32,7.89,1.32,6.58,1.32,7.89,3.95,1.32,6.58,3.95,11.84,3.95,6.58,5.26,0.0,1.32
4.65,0.12,10.77,10.53,1.59,4.9,1.96,3.55,8.2,5.75,1.59,8.57,3.55,3.43,3.18,14.2,5.88,4.16,0.61,2.82
8.4,0.84,6.72,7.0,4.76,6.44,3.08,5.32,6.16,7.0,2.24,3.08,5.32,2.8,5.04,7.56,5.6,9.24,1.4,1.96
7.14,10.2,3.06,6.12,2.04,5.1,4.08,6.12,3.06,8.16,2.04,4.08,6.12,1.02,6.12,6.12,7.14,7.14,1.02,4.08
12.94,0.0,5.88,8.24,1.18,10.59,2.35,3.53,3.53,12.94,1.18,1.18,0.0,2.35,15.29,7.06,5.88,2.35,1.18,2.35
12.68,1.41,7.04,2.11,2.82,3.52,5.63,6.34,2.11,11.27,0.7,1.41,3.52,4.23,8.45,7.04,7.04,8.45,2.11,2.11
2.67,2.0,4.67,9.33,4.0,2.0,5.33,10.0,8.67,7.33,5.33,9.33,0.67,1.33,6.0,8.67,6.67,3.33,0.67,2.0
10.87,0.0,5.43,4.35,1.09,4.35,3.26,4.35,3.26,13.04,2.17,2.17,3.26,4.35,17.39,7.61,1.09,6.52,1.09,4.35
6.82,0.57,6.25,6.82,3.5,4.73,2.18,6.34,8.05,11.46,2.56,5.3,4.36,4.36,5.11,8.14,4.17,5.49,0.57,3.22
9.22,0.71,7.09,8.51,2.13,5.67,3.55,6.38,2.13,12.06,2.13,0.71,6.38,2.13,9.93,5.67,7.8,5.67,1.42,0.71
17.05,2.27,6.82,9.09,1.14,4.55,1.14,3.41,1.14,11.36,2.27,3.41,2.27,1.14,10.23,5.68,6.82,7.95,1.14,1.14
5.0,7.5,6.25,1.25,2.5,6.25,0.0,2.5,5.0,5.0,7.5,5.0,7.5,1.25,7.5,6.25,12.5,8.75,1.25,1.25
3.45,12.07,4.31,6.03,5.17,10.34,1.72,6.03,9.48,5.17,2.59,4.31,2.59,1.72,4.31,6.03,6.03,6.9,0.0,1.72
2.56,7.69,3.85,6.41,8.97,7.69,2.56,8.97,8.97,10.26,3.85,2.56,2.56,1.28,1.28,8.97,2.56,5.13,2.56,1.28
10.46,0.33,5.88,7.19,3.59,8.82,2.94,4.9,9.8,7.84,2.61,2.29,2.61,5.23,1.96,6.21,5.88,7.19,0.98,3.27
1.48,0.74,3.7,16.3,8.15,5.19,0.74,5.93,11.85,11.85,1.48,2.22,2.22,2.22,3.7,4.44,4.44,8.89,0.74,3.7
7.32,7.32,4.88,3.66,1.22,7.32,1.22,4.88,4.88,7.32,8.54,4.88,3.66,6.1,8.54,4.88,6.1,3.66,2.44,1.22
4.51,1.88,2.63,6.77,6.02,9.4,3.01,1.13,3.01,10.9,1.5,3.38,3.76,5.26,7.89,8.27,6.02,9.77,1.5,3.38
11.63,0.12,6.41,4.04,1.24,13.25,1.62,3.79,6.59,6.59,0.25,6.59,1.31,5.97,4.23,9.89,7.03,7.4,0.37,1.68
3.81,6.67,4.76,8.57,5.71,6.67,0.95,5.71,4.76,8.57,6.67,1.9,1.9,1.9,5.71,9.52,3.81,6.67,4.76,0.95
7.32,9.76,1.22,6.1,6.1,8.54,3.66,3.66,3.66,9.76,2.44,7.32,2.44,3.66,2.44,6.1,3.66,8.54,0.0,3.66
7.28,1.27,4.75,6.65,5.06,6.33,0.63,7.28,8.23,8.86,1.27,6.33,3.48,2.85,4.43,6.33,6.96,6.96,0.95,4.11
6.27,0.5,8.77,5.01,4.51,6.27,2.01,4.51,9.77,7.02,1.5,11.03,2.26,3.26,1.75,4.26,7.52,5.76,2.26,5.76
10.0,0.59,8.82,15.29,1.76,7.06,0.59,7.06,9.41,5.88,1.76,3.53,0.59,4.71,1.76,2.94,7.65,5.88,0.59,4.12
4.23,2.82,7.75,7.75,4.23,4.93,2.82,2.11,7.04,4.93,8.45,2.82,2.82,2.82,6.34,6.34,7.04,7.75,2.11,4.93
3.19,3.19,8.51,5.32,5.32,4.26,0.0,14.89,12.77,8.51,3.19,6.38,2.13,1.06,1.06,7.45,4.26,4.26,0.0,4.26
14.05,6.61,2.48,6.61,4.96,7.44,0.0,4.96,4.13,8.26,2.48,3.31,4.13,4.96,4.13,5.79,6.61,5.79,0.83,2.48
14.44,0.8,5.88,2.67,2.14,8.02,1.87,4.55,1.07,9.09,2.41,3.21,11.23,2.41,8.29,5.61,6.42,6.68,1.07,2.14
16.44,0.0,10.96,2.74,0.0,5.48,0.0,5.48,0.0,13.7,2.74,0.0,2.74,4.11,16.44,4.11,5.48,6.85,1.37,1.37
4.67,0.99,5.81,3.82,5.24,6.52,0.85,6.23,4.11,10.34,1.56,9.35,4.39,4.39,3.54,7.51,10.06,4.67,0.71,5.24
9.86,9.86,2.82,5.63,7.04,4.23,4.23,4.23,4.23,9.86,7.04,1.41,2.82,4.23,1.41,8.45,2.82,5.63,0.0,4.23
1.86,2.48,4.35,1.86,8.07,3.73,5.59,8.07,4.35,6.21,3.11,4.97,7.45,3.73,8.07,10.56,7.45,4.97,0.0,3.11
16.46,8.86,2.53,5.06,1.27,8.86,3.8,2.53,7.59,12.66,2.53,2.53,2.53,0.0,0.0,2.53,2.53,13.92,1.27,2.53
13.77,1.45,6.52,3.62,4.35,5.07,3.62,6.52,2.17,8.7,2.17,2.17,4.35,4.35,10.87,3.62,5.07,7.97,1.45,2.17
7.21,1.24,5.47,5.72,5.22,7.71,4.48,4.23,3.48,9.95,2.24,2.99,5.97,4.48,4.23,10.45,3.48,7.21,1.49,2.74
17.14,1.43,4.29,8.57,0.0,7.14,0.0,4.29,0.0,12.86,2.86,0.0,2.86,2.86,15.71,2.86,8.57,7.14,0.0,1.43
2.33,9.3,1.16,4.65,5.81,6.98,0.0,3.49,9.3,11.63,4.65,4.65,4.65,3.49,5.81,8.14,3.49,8.14,1.16,1.16
6.86,6.86,6.86,5.88,2.94,10.78,1.96,5.88,5.88,14.71,2.94,2.94,2.94,0.98,2.94,6.86,5.88,5.88,0.0,0.0
4.33,0.72,5.05,7.94,4.69,6.14,3.25,5.42,6.86,10.11,2.17,5.78,4.69,4.33,4.33,6.86,3.97,7.58,1.81,3.97
16.67,3.7,9.26,1.85,3.7,1.85,3.7,3.7,0.0,7.41,9.26,3.7,7.41,5.56,1.85,1.85,3.7,9.26,1.85,3.7
7.22,2.06,7.22,7.9,3.78,8.59,0.69,4.47,9.97,9.62,2.06,2.41,5.15,2.06,3.78,3.09,6.19,7.22,0.69,5.84
3.95,7.89,2.63,6.58,5.26,10.53,0.66,1.32,5.92,5.92,0.66,3.95,8.55,6.58,5.26,7.89,7.89,3.95,1.32,3.29
11.59,4.35,2.9,7.25,1.45,1.45,2.9,7.25,8.7,7.25,4.35,1.45,1.45,2.9,7.25,1.45,10.14,14.49,0.0,1.45
5.53,0.89,5.08,7.31,2.41,5.8,3.03,2.41,5.08,8.03,2.05,2.59,9.55,6.69,9.63,9.81,4.91,5.26,1.07,2.85
2.78,8.33,4.17,12.5,2.78,4.17,2.78,5.56,12.5,9.72,2.78,2.78,2.78,2.78,9.72,8.33,1.39,4.17,0.0,0.0
10.5,0.87,5.54,4.08,3.5,10.5,1.75,5.25,7.29,10.2,1.17,2.33,5.25,3.79,2.92,5.54,6.41,8.75,0.87,3.5
22.92,1.39,7.64,5.56,2.08,5.56,4.86,0.0,0.69,12.5,0.69,0.69,4.17,1.39,6.94,5.56,5.56,7.64,2.78,1.39
8.84,0.61,7.62,5.49,3.66,8.84,2.74,4.88,7.93,7.62,2.44,2.74,7.62,2.44,1.83,5.49,4.88,7.32,2.13,4.88
4.55,9.09,3.03,4.55,4.55,9.09,1.52,3.03,4.55,10.61,1.52,3.03,7.58,3.03,1.52,7.58,6.06,10.61,1.52,3.03
5.43,14.94,6.28,2.55,2.72,8.49,3.9,2.38,4.92,6.79,1.87,2.38,8.66,4.75,2.89,5.77,6.45,5.43,1.7,1.7
6.45,0.0,6.45,19.35,0.0,3.23,0.0,6.45,3.23,9.68,4.84,1.61,3.23,4.84,12.9,4.84,1.61,9.68,0.0,1.61
3.23,12.9,8.06,1.61,1.61,11.29,0.0,4.84,12.9,4.84,0.0,9.68,3.23,0.0,0.0,9.68,3.23,1.61,4.84,6.45
5.71,8.57,1.9,13.33,0.95,3.81,0.95,2.86,9.52,8.57,0.95,4.76,0.0,4.76,6.67,5.71,2.86,10.48,2.86,4.76
15.75,2.36,10.24,4.72,2.36,5.51,3.15,2.36,0.79,7.87,2.36,0.79,3.94,3.15,11.81,5.51,3.94,10.24,1.57,1.57
13.33,0.0,4.0,12.0,4.0,5.33,2.67,5.33,2.67,5.33,5.33,4.0,1.33,2.67,9.33,5.33,6.67,8.0,0.0,2.67
5.56,10.0,3.33,5.56,7.78,11.11,2.22,4.44,10.0,8.89,3.33,1.11,5.56,4.44,2.22,4.44,1.11,2.22,0.0,6.67
11.52,1.3,6.09,7.03,3.13,7.21,1.83,4.85,5.5,8.63,2.3,2.84,4.91,3.25,5.67,8.39,5.97,6.44,1.12,2.01
11.97,3.09,5.41,5.41,3.47,5.41,3.86,3.09,1.93,16.99,0.77,4.25,5.41,5.41,8.88,5.41,2.7,3.86,0.77,1.93
1.99,0.0,10.6,10.6,3.97,3.97,1.99,8.61,3.97,13.91,1.32,6.62,2.65,3.31,4.64,4.64,5.3,3.31,1.99,6.62
6.48,0.62,6.48,8.95,4.01,5.25,3.4,2.47,4.94,5.86,2.78,4.32,7.41,3.09,7.72,3.7,9.26,7.72,2.47,3.09
5.0,11.25,5.62,4.38,1.25,10.0,0.62,2.5,1.88,11.88,5.0,3.75,3.75,5.62,6.88,7.5,4.38,7.5,0.62,0.62
8.22,9.59,9.59,9.59,1.37,6.85,1.37,0.0,1.37,5.48,4.11,6.85,2.74,1.37,8.22,6.85,5.48,8.22,1.37,1.37
7.93,1.11,9.78,6.46,4.24,8.12,1.66,7.75,7.38,7.2,1.29,5.35,4.24,1.66,3.69,6.27,6.09,3.51,1.48,4.8
6.2,0.78,6.59,4.65,5.04,7.36,0.39,8.14,8.14,8.53,1.55,6.2,6.98,3.88,3.88,6.59,3.88,6.59,1.94,2.71
9.81,1.81,6.19,8.26,2.58,6.45,3.23,3.35,5.55,9.68,1.68,3.1,4.39,4.0,8.39,7.1,4.77,4.77,1.16,3.74
5.81,11.63,6.98,9.3,3.49,4.65,0.0,1.16,9.3,6.98,3.49,5.81,5.81,2.33,3.49,3.49,4.65,3.49,1.16,6.98
4.71,2.35,4.71,1.18,1.18,3.53,2.35,4.71,7.06,11.76,7.06,4.71,8.24,3.53,10.59,3.53,4.71,8.24,3.53,2.35
5.48,0.0,8.22,5.48,2.74,10.96,0.0,4.79,7.53,9.59,2.74,6.16,5.48,5.48,2.74,2.05,6.85,8.22,1.37,4.11
10.53,0.0,6.58,7.89,3.95,6.58,1.32,3.95,1.32,5.26,2.63,5.26,3.95,6.58,7.89,1.32,6.58,9.21,3.95,5.26
4.7,4.03,8.72,10.07,1.34,4.7,2.01,6.04,7.38,8.72,3.36,3.36,3.36,5.37,2.68,8.05,2.68,6.04,2.01,5.37
12.39,2.36,6.19,5.01,1.47,7.08,2.65,4.42,0.88,12.68,2.06,2.06,7.37,4.13,10.03,4.72,5.31,5.9,2.06,1.18
6.07,1.94,5.83,4.85,4.13,6.8,3.16,5.34,4.85,7.52,3.16,7.28,3.88,2.43,3.88,10.19,8.01,6.8,0.24,3.64
15.28,0.0,9.72,15.28,5.56,5.56,2.78,4.17,4.17,4.17,1.39,4.17,5.56,2.78,6.94,1.39,2.78,4.17,2.78,1.39
10.1,6.06,6.06,5.05,5.05,6.06,1.01,4.04,5.05,11.11,2.02,6.06,6.06,2.02,6.06,6.06,4.04,7.07,0.0,1.01
7.11,0.0,5.44,7.74,3.35,5.02,2.09,6.49,8.58,9.0,1.67,6.07,2.72,5.86,7.53,6.28,5.02,4.39,0.84,4.81
4.21,4.21,3.12,3.59,3.9,7.18,2.65,4.84,6.4,9.36,2.5,4.06,11.39,4.84,4.06,9.52,5.15,5.3,0.94,2.81
4.7,3.21,5.13,9.62,6.41,6.2,2.35,4.91,6.2,11.75,0.85,5.13,4.06,4.49,5.77,6.41,3.63,3.42,2.14,3.63
14.39,2.27,8.33,6.06,1.52,3.79,2.27,7.58,0.76,9.85,3.03,0.0,3.03,1.52,12.88,5.3,6.06,8.33,1.52,1.52
10.98,0.18,5.66,3.13,1.4,12.34,1.49,4.47,4.04,9.73,1.12,6.78,2.16,4.86,3.28,10.22,9.79,5.96,0.46,1.95
4.79,0.6,5.99,7.19,10.18,5.99,5.39,6.59,7.78,5.99,0.6,2.99,2.99,3.59,2.99,10.18,5.39,2.4,0.0,8.38
8.14,0.58,5.81,12.79,5.81,5.23,1.16,4.07,8.14,7.56,2.33,3.49,6.98,4.65,4.07,4.65,4.07,3.49,1.16,5.81
